student_id,task,skill_id,success,step
9,7,1,0,6
9,6,0,0,7
9,2,0,0,8
9,7,1,0,9
9,2,0,1,10
9,5,1,1,11
10,6,0,0,1
10,6,0,0,2
10,7,1,0,3
10,7,1,0,4
10,5,1,1,5
10,4,0,0,6
10,0,0,1,7
11,2,0,0,1
11,6,0,0,2
11,6,0,0,3
11,6,0,0,4
11,0,0,1,5
11,2,0,1,6
11,6,0,1,7
11,2,0,1,8
11,1,1,1,9
11,5,1,0,10
11,0,0,1,11
11,2,0,1,12
11,7,1,0,13
11,5,1,0,14
12,6,0,0,1
12,6,0,1,2
12,0,0,1,3
12,1,1,1,4
12,2,0,0,5
12,2,0,1,6
12,5,1,0,7
12,7,1,0,8
12,6,0,0,9
12,2,0,1,10
12,5,1,0,11
13,2,0,0,1
13,1,1,0,2
13,3,1,0,3
13,3,1,1,4
13,5,1,1,5
13,1,1,1,6
13,0,0,0,7
13,6,0,0,8
13,4,0,0,9
13,1,1,1,10
13,7,1,0,11
13,2,0,1,12
14,3,1,0,1
14,7,1,0,2
14,2,0,0,3
14,4,0,0,4
14,2,0,1,5
14,1,1,1,6
14,4,0,0,7
14,0,0,0,8
14,5,1,0,9
14,6,0,0,10
14,5,1,1,11
15,2,0,0,1
15,1,1,1,2
15,2,0,1,3
15,6,0,0,4
15,6,0,0,5
15,0,0,1,6
15,1,1,1,7
15,3,1,0,8
15,0,0,1,9
15,2,0,0,10
15,2,0,0,11
15,3,1,1,12
16,5,1,1,1
16,2,0,1,2
16,3,1,1,3
16,2,0,0,4
16,5,1,0,5
16,7,1,0,6
16,1,1,1,7
16,7,1,0,8
16,1,1,1,9
16,1,1,1,10
16,6,0,1,11
17,0,0,1,1
17,4,0,1,2
17,5,1,0,3
17,2,0,0,4
17,2,0,1,5
17,6,0,0,6
17,7,1,0,7
17,7,1,0,8
17,7,1,0,9
18,6,0,0,1
18,7,1,0,2
18,6,0,0,3
18,0,0,1,4
18,3,1,0,5
18,1,1,1,6
18,4,0,0,7
18,2,0,1,8
18,6,0,0,9
18,3,1,0,10
18,6,0,0,11
18,1,1,1,12
19,6,0,0,1
19,1,1,0,2
19,4,0,0,3
19,4,0,0,4
19,6,0,0,5
19,5,1,0,6
19,1,1,1,7
19,5,1,0,8
19,6,0,0,9
19,1,1,1,10
20,7,1,0,1
20,5,1,0,2
20,7,1,0,3
20,4,0,0,4
20,0,0,0,5
20,0,0,1,6
20,6,0,0,7
20,1,1,1,8
20,4,0,0,9
21,5,1,0,1
21,6,0,0,2
21,1,1,0,3
21,4,0,1,4
21,5,1,1,5
21,1,1,1,6
21,0,0,1,7
22,2,0,0,1
22,1,1,0,2
22,3,1,0,3
22,4,0,1,4
22,5,1,1,5
22,5,1,0,6
22,1,1,0,7
22,4,0,0,8
23,6,0,0,1
23,5,1,0,2
23,0,0,1,3
23,2,0,1,4
23,6,0,0,5
23,7,1,0,6
23,0,0,1,7
23,4,0,1,8
23,5,1,1,9
24,7,1,0,1
24,7,1,1,2
24,1,1,1,3
24,3,1,1,4
24,3,1,1,5
24,3,1,1,6
24,6,0,0,7
24,6,0,0,8
24,2,0,0,9
24,6,0,0,10
25,7,1,0,1
25,3,1,1,2
25,3,1,0,3
25,3,1,1,4
25,4,0,0,5
25,5,1,0,6
25,0,0,1,7
25,6,0,0,8
25,0,0,1,9
25,1,1,1,10
25,2,0,1,11
26,6,0,0,1
26,6,0,0,2
26,4,0,0,3
26,2,0,0,4
26,6,0,0,5
26,2,0,0,6
26,5,1,0,7
26,2,0,1,8
26,1,1,0,9
26,6,0,1,10
26,5,1,0,11
26,6,0,0,12
26,1,1,1,13
26,6,0,0,14
26,6,0,0,15
26,6,0,0,16
26,7,1,0,17
27,6,0,0,1
27,1,1,0,2
27,3,1,1,3
27,3,1,0,4
27,7,1,0,5
27,5,1,0,6
27,7,1,0,7
27,6,0,0,8
27,6,0,0,9
27,2,0,1,10
28,6,0,0,1
28,6,0,0,2
28,1,1,0,3
28,5,1,0,4
28,4,0,0,5
28,2,0,0,6
28,1,1,0,7
28,1,1,0,8
28,5,1,0,9
28,4,0,0,10
28,7,1,0,11
29,4,0,0,1
29,3,1,0,2
29,6,0,0,3
29,3,1,0,4
29,3,1,0,5
29,0,0,0,6
29,5,1,0,7
29,0,0,1,8
29,6,0,0,9
29,5,1,1,10
30,1,1,0,1
30,1,1,0,2
30,2,0,1,3
30,1,1,1,4
30,4,0,0,5
30,3,1,0,6
30,6,0,0,7
30,3,1,0,8
30,3,1,0,9
31,5,1,0,1
31,4,0,0,2
31,3,1,0,3
31,2,0,0,4
31,6,0,0,5
31,4,0,0,6
31,1,1,1,7
31,6,0,0,8
31,2,0,0,9
31,0,0,1,10
31,5,1,0,11
31,6,0,0,12
31,1,1,1,13
32,1,1,1,1
32,3,1,0,2
32,0,0,1,3
32,4,0,0,4
32,6,0,0,5
32,2,0,1,6
32,4,0,1,7
32,0,0,1,8
32,6,0,0,9
32,7,1,0,10
32,7,1,0,11
33,6,0,0,1
33,4,0,0,2
33,3,1,0,3
33,0,0,1,4
33,1,1,0,5
33,2,0,0,6
33,0,0,1,7
33,3,1,0,8
33,6,0,0,9
33,1,1,0,10
33,5,1,0,11
33,7,1,0,12
34,7,1,1,1
34,6,0,0,2
34,3,1,0,3
34,0,0,1,4
34,2,0,0,5
34,4,0,0,6
34,5,1,1,7
34,3,1,0,8
34,7,1,1,9
34,3,1,1,10
34,4,0,1,11
35,5,1,0,1
35,5,1,0,2
35,0,0,0,3
35,2,0,0,4
35,2,0,0,5
35,2,0,0,6
35,7,1,0,7
35,0,0,0,8
35,5,1,0,9
35,0,0,1,10
35,3,1,0,11
35,0,0,1,12
36,4,0,0,1
36,0,0,0,2
36,4,0,0,3
36,1,1,0,4
36,6,0,0,5
36,6,0,0,6
36,6,0,0,7
36,3,1,0,8
36,0,0,1,9
36,3,1,0,10
36,4,0,1,11
36,2,0,1,12
36,6,0,1,13
36,6,0,1,14
36,2,0,1,15
36,1,1,0,16
36,0,0,1,17
36,3,1,1,18
37,5,1,0,1
37,2,0,0,2
37,4,0,0,3
37,1,1,1,4
37,4,0,0,5
37,7,1,0,6
37,1,1,1,7
37,4,0,0,8
37,3,1,1,9
38,0,0,1,1
38,6,0,0,2
38,6,0,0,3
38,5,1,0,4
38,0,0,1,5
38,3,1,1,6
38,1,1,1,7
38,6,0,0,8
38,2,0,1,9
38,3,1,0,10
39,5,1,0,1
39,2,0,0,2
39,5,1,1,3
39,1,1,1,4
39,1,1,0,5
39,1,1,0,6
39,6,0,0,7
39,4,0,0,8
39,6,0,0,9
40,7,1,0,1
40,0,0,1,2
40,5,1,0,3
40,4,0,0,4
40,3,1,1,5
40,2,0,1,6
40,3,1,1,7
40,7,1,1,8
40,4,0,0,9
41,4,0,0,1
41,6,0,0,2
41,6,0,0,3
41,0,0,1,4
41,7,1,0,5
41,6,0,0,6
41,5,1,0,7
41,2,0,1,8
41,3,1,1,9
41,6,0,0,10
41,6,0,0,11
41,6,0,0,12
41,7,1,0,13
42,6,0,0,1
42,0,0,1,2
42,2,0,0,3
42,5,1,0,4
42,3,1,1,5
42,2,0,0,6
42,1,1,1,7
42,1,1,1,8
42,7,1,0,9
42,1,1,1,10
42,1,1,1,11
42,3,1,1,12
42,0,0,1,13
43,1,1,0,1
43,2,0,0,2
43,3,1,0,3
43,6,0,0,4
43,7,1,0,5
43,1,1,1,6
43,4,0,0,7
43,7,1,0,8
43,3,1,1,9
43,1,1,1,10
43,4,0,1,11
44,0,0,0,1
44,7,1,0,2
44,2,0,0,3
44,7,1,1,4
44,5,1,0,5
44,5,1,1,6
44,4,0,0,7
44,7,1,1,8
44,5,1,1,9
44,3,1,1,10
44,1,1,1,11
44,1,1,1,12
44,4,0,1,13
45,5,1,0,1
45,3,1,1,2
45,2,0,0,3
45,7,1,0,4
45,1,1,1,5
45,4,0,0,6
45,3,1,0,7
45,7,1,0,8
45,6,0,0,9
45,6,0,0,10
46,6,0,1,1
46,6,0,0,2
46,5,1,0,3
46,2,0,0,4
46,5,1,0,5
46,5,1,0,6
46,4,0,0,7
46,2,0,1,8
46,4,0,0,9
46,0,0,1,10
46,6,0,1,11
46,5,1,0,12
47,0,0,1,1
47,1,1,1,2
47,0,0,1,3
47,3,1,0,4
47,0,0,1,5
47,0,0,1,6
47,4,0,1,7
47,2,0,0,8
47,5,1,0,9
47,4,0,1,10
47,1,1,0,11
47,3,1,0,12
48,3,1,0,1
48,7,1,0,2
48,5,1,1,3
48,6,0,0,4
48,5,1,1,5
48,3,1,1,6
48,2,0,0,7
48,3,1,1,8
48,5,1,0,9
48,7,1,0,10
48,5,1,1,11
48,3,1,1,12
48,7,1,1,13
48,6,0,0,14
48,3,1,1,15
48,6,0,1,16
49,6,0,0,1
49,2,0,0,2
49,0,0,1,3
49,0,0,1,4
49,6,0,0,5
49,5,1,0,6
49,2,0,1,7
49,7,1,0,8
49,3,1,0,9
49,0,0,1,10
49,0,0,0,11
49,5,1,0,12
50,5,1,0,1
50,3,1,0,2
50,7,1,0,3
50,2,0,0,4
50,3,1,1,5
50,7,1,0,6
50,6,0,0,7
50,4,0,1,8
51,7,1,0,1
51,5,1,0,2
51,0,0,1,3
51,2,0,0,4
51,7,1,0,5
51,5,1,1,6
51,6,0,0,7
51,1,1,1,8
51,5,1,1,9
51,7,1,1,10
51,4,0,1,11
52,1,1,0,1
52,4,0,0,2
52,6,0,0,3
52,5,1,0,4
52,2,0,0,5
52,0,0,0,6
52,0,0,1,7
52,1,1,1,8
52,0,0,1,9
52,4,0,1,10
52,4,0,1,11
52,6,0,0,12
52,0,0,1,13
52,1,1,1,14
52,3,1,1,15
53,7,1,0,1
53,5,1,0,2
53,5,1,0,3
53,1,1,0,4
53,5,1,1,5
53,5,1,1,6
53,5,1,1,7
53,1,1,0,8
53,5,1,1,9
53,5,1,1,10
53,0,0,1,11
53,1,1,1,12
53,4,0,0,13
53,5,1,0,14
53,6,0,0,15
53,4,0,0,16
54,0,0,1,1
54,3,1,1,2
54,3,1,0,3
54,4,0,1,4
54,1,1,1,5
54,4,0,0,6
54,7,1,1,7
55,0,0,1,1
55,6,0,0,2
55,3,1,1,3
55,2,0,0,4
55,5,1,0,5
55,1,1,1,6
55,6,0,0,7
55,3,1,0,8
56,5,1,0,1
56,0,0,0,2
56,2,0,0,3
56,6,0,0,4
56,2,0,0,5
56,0,0,1,6
56,4,0,0,7
56,1,1,1,8
56,6,0,0,9
56,3,1,1,10
56,7,1,0,11
57,0,0,1,1
57,1,1,1,2
57,3,1,0,3
57,2,0,0,4
57,2,0,1,5
57,0,0,1,6
57,0,0,1,7
57,5,1,1,8
58,7,1,0,1
58,3,1,1,2
58,6,0,0,3
58,1,1,1,4
58,3,1,1,5
58,0,0,1,6
58,4,0,1,7
59,2,0,0,1
59,2,0,0,2
59,4,0,0,3
59,0,0,1,4
59,2,0,0,5
59,2,0,1,6
59,6,0,1,7
59,7,1,0,8
59,7,1,0,9
59,6,0,0,10
59,2,0,1,11
59,0,0,1,12
59,2,0,1,13
59,4,0,0,14
59,5,1,0,15
59,0,0,1,16
59,4,0,0,17
59,7,1,1,18
60,5,1,1,1
60,4,0,0,2
60,6,0,0,3
60,0,0,1,4
60,5,1,0,5
60,5,1,0,6
60,5,1,0,7
60,1,1,1,8
60,3,1,0,9
60,1,1,1,10
60,3,1,0,11
60,4,0,0,12
61,4,0,1,1
61,4,0,1,2
61,0,0,1,3
61,7,1,0,4
61,2,0,0,5
61,4,0,0,6
61,7,1,0,7
61,4,0,1,8
61,5,1,0,9
61,2,0,1,10
61,1,1,1,11
62,1,1,0,1
62,1,1,0,2
62,6,0,0,3
62,3,1,1,4
62,4,0,0,5
62,1,1,1,6
62,5,1,1,7
62,6,0,0,8
62,5,1,0,9
62,2,0,1,10
63,1,1,1,1
63,3,1,0,2
63,0,0,1,3
63,3,1,1,4
63,0,0,0,5
63,7,1,0,6
63,2,0,1,7
63,1,1,0,8
63,2,0,1,9
64,5,1,0,1
64,5,1,0,2
64,6,0,0,3
64,0,0,0,4
64,3,1,1,5
64,2,0,0,6
64,1,1,1,7
64,3,1,1,8
64,7,1,0,9
64,2,0,0,10
64,5,1,1,11
64,4,0,0,12
65,5,1,0,1
65,5,1,0,2
65,7,1,1,3
65,6,0,0,4
65,1,1,1,5
65,7,1,1,6
65,0,0,1,7
65,7,1,1,8
65,1,1,1,9
65,2,0,0,10
65,0,0,1,11
65,2,0,1,12
66,3,1,0,1
66,2,0,1,2
66,1,1,1,3
66,0,0,1,4
66,4,0,0,5
66,2,0,0,6
66,5,1,0,7
66,4,0,0,8
66,4,0,0,9
66,5,1,0,10
67,1,1,0,1
67,2,0,0,2
67,1,1,1,3
67,4,0,1,4
67,2,0,1,5
67,6,0,0,6
67,7,1,0,7
67,2,0,1,8
67,2,0,1,9
67,7,1,0,10
68,6,0,0,1
68,2,0,0,2
68,7,1,0,3
68,5,1,0,4
68,1,1,1,5
68,5,1,1,6
68,2,0,0,7
68,4,0,0,8
68,4,0,0,9
69,3,1,0,1
69,7,1,0,2
69,2,0,0,3
69,4,0,0,4
69,7,1,0,5
69,2,0,0,6
69,7,1,1,7
69,4,0,1,8
70,1,1,1,1
70,4,0,1,2
70,5,1,1,3
70,5,1,0,4
70,2,0,1,5
70,2,0,1,6
71,7,1,0,1
71,4,0,0,2
71,7,1,0,3
71,4,0,0,4
71,7,1,1,5
71,5,1,1,6
71,3,1,0,7
71,6,0,1,8
72,5,1,0,1
72,7,1,0,2
72,2,0,0,3
72,2,0,0,4
72,1,1,1,5
72,7,1,0,6
72,7,1,0,7
72,3,1,0,8
72,4,0,1,9
72,2,0,1,10
73,0,0,1,1
73,5,1,0,2
73,0,0,0,3
73,3,1,1,4
73,7,1,0,5
73,5,1,1,6
73,2,0,0,7
73,4,0,0,8
73,3,1,1,9
73,5,1,0,10
73,2,0,1,11
74,0,0,1,1
74,1,1,1,2
74,3,1,1,3
74,2,0,0,4
74,1,1,1,5
74,3,1,1,6
74,0,0,1,7
74,2,0,1,8
75,6,0,0,1
75,7,1,0,2
75,7,1,0,3
75,2,0,1,4
75,5,1,1,5
75,3,1,1,6
75,1,1,1,7
75,3,1,1,8
75,2,0,0,9
75,7,1,1,10
75,5,1,1,11
75,0,0,0,12
75,1,1,1,13
75,0,0,1,14
76,7,1,0,1
76,6,0,0,2
76,7,1,0,3
76,0,0,0,4
76,5,1,1,5
76,7,1,0,6
76,2,0,0,7
76,3,1,1,8
76,3,1,1,9
76,0,0,1,10
76,4,0,0,11
77,7,1,0,1
77,7,1,0,2
77,1,1,0,3
77,2,0,0,4
77,7,1,0,5
77,4,0,1,6
77,0,0,1,7
77,2,0,1,8
78,0,0,1,1
78,1,1,0,2
78,3,1,1,3
78,4,0,0,4
78,1,1,1,5
78,6,0,0,6
78,0,0,1,7
78,2,0,0,8
78,0,0,1,9
78,6,0,0,10
78,4,0,1,11
78,5,1,1,12
79,5,1,1,1
79,1,1,1,2
79,5,1,0,3
79,0,0,1,4
79,3,1,1,5
79,7,1,0,6
79,2,0,0,7
79,7,1,1,8
79,1,1,1,9
79,2,0,1,10
79,3,1,1,11
79,5,1,0,12
79,0,0,0,13
79,5,1,0,14
79,4,0,1,15
80,2,0,0,1
80,6,0,0,2
80,2,0,1,3
80,4,0,0,4
80,1,1,0,5
80,5,1,0,6
80,4,0,0,7
80,6,0,1,8
80,0,0,1,9
80,6,0,0,10
80,0,0,1,11
80,2,0,1,12
80,3,1,1,13
80,5,1,0,14
81,7,1,0,1
81,0,0,0,2
81,3,1,1,3
81,5,1,0,4
81,4,0,0,5
81,6,0,0,6
81,6,0,0,7
81,4,0,0,8
81,5,1,0,9
82,5,1,0,1
82,5,1,0,2
82,4,0,0,3
82,2,0,1,4
82,3,1,0,5
82,3,1,0,6
82,2,0,1,7
82,0,0,1,8
82,2,0,0,9
82,1,1,1,10
83,0,0,1,1
83,6,0,0,2
83,6,0,0,3
83,2,0,1,4
83,2,0,0,5
83,2,0,1,6
83,0,0,1,7
83,2,0,1,8
83,2,0,0,9
83,2,0,1,10
83,0,0,1,11
83,6,0,0,12
83,2,0,1,13
83,5,1,0,14
83,6,0,1,15
83,3,1,1,16
83,1,1,1,17
83,6,0,1,18
83,3,1,1,19
84,1,1,0,1
84,0,0,0,2
84,4,0,0,3
84,2,0,1,4
84,3,1,0,5
84,3,1,0,6
84,1,1,1,7
84,3,1,1,8
84,4,0,0,9
85,6,0,0,1
85,1,1,0,2
85,7,1,0,3
85,6,0,0,4
85,5,1,0,5
85,1,1,1,6
85,0,0,1,7
85,2,0,0,8
85,5,1,0,9
85,0,0,1,10
86,5,1,0,1
86,6,0,0,2
86,5,1,1,3
86,4,0,0,4
86,6,0,0,5
86,0,0,1,6
86,1,1,1,7
86,0,0,0,8
86,7,1,0,9
87,1,1,0,1
87,6,0,0,2
87,0,0,1,3
87,3,1,1,4
87,1,1,0,5
87,7,1,0,6
87,2,0,1,7
87,7,1,0,8
87,4,0,0,9
88,1,1,1,1
88,6,0,0,2
88,3,1,0,3
88,0,0,1,4
88,0,0,1,5
88,3,1,0,6
88,0,0,1,7
88,7,1,0,8
88,7,1,1,9
88,2,0,0,10
89,0,0,1,1
89,2,0,0,2
89,2,0,0,3
89,0,0,1,4
89,2,0,1,5
89,7,1,0,6
89,7,1,0,7
89,0,0,1,8
89,5,1,0,9
89,4,0,1,10
89,2,0,0,11
89,4,0,0,12
89,5,1,0,13
90,2,0,1,1
90,6,0,0,2
90,1,1,1,3
90,0,0,1,4
90,3,1,1,5
90,4,0,1,6
90,3,1,1,7
91,3,1,0,1
91,3,1,1,2
91,5,1,0,3
91,2,0,0,4
91,2,0,0,5
91,6,0,0,6
91,4,0,0,7
91,2,0,1,8
91,7,1,0,9
92,6,0,0,1
92,5,1,0,2
92,1,1,1,3
92,2,0,1,4
92,4,0,1,5
92,2,0,1,6
92,3,1,0,7
92,7,1,0,8
93,3,1,1,1
93,7,1,0,2
93,1,1,1,3
93,3,1,1,4
93,3,1,1,5
93,1,1,1,6
93,3,1,1,7
93,2,0,0,8
93,5,1,1,9
93,5,1,1,10
93,7,1,1,11
93,6,0,0,12
93,0,0,0,13
93,7,1,0,14
93,2,0,0,15
93,7,1,1,16
93,4,0,0,17
94,4,0,0,1
94,2,0,1,2
94,5,1,0,3
94,0,0,1,4
94,5,1,0,5
94,7,1,0,6
94,0,0,1,7
94,0,0,1,8
94,6,0,1,9
94,4,0,1,10
94,6,0,1,11
94,6,0,1,12
94,1,1,1,13
95,0,0,0,1
95,6,0,0,2
95,2,0,0,3
95,5,1,0,4
95,5,1,0,5
95,0,0,1,6
95,2,0,1,7
95,6,0,1,8
95,2,0,1,9
95,3,1,0,10
95,2,0,1,11
95,6,0,1,12
95,3,1,1,13
96,1,1,0,1
96,7,1,0,2
96,3,1,0,3
96,6,0,0,4
96,5,1,0,5
96,6,0,0,6
96,3,1,0,7
96,2,0,0,8
96,4,0,1,9
97,6,0,0,1
97,1,1,1,2
97,3,1,0,3
97,5,1,0,4
97,3,1,1,5
97,2,0,1,6
97,0,0,1,7
97,7,1,0,8
97,7,1,0,9
97,5,1,0,10
97,1,1,1,11
97,6,0,1,12
98,4,0,0,1
98,5,1,0,2
98,2,0,0,3
98,4,0,0,4
98,1,1,0,5
98,4,0,1,6
98,2,0,0,7
98,4,0,0,8
98,3,1,0,9
98,5,1,1,10
99,1,1,1,1
99,2,0,0,2
99,6,0,0,3
99,2,0,1,4
99,6,0,1,5
99,4,0,1,6
99,7,1,1,7
99,0,0,1,8
99,5,1,1,9
100,2,0,1,1
100,0,0,0,2
100,1,1,1,3
100,3,1,0,4
100,2,0,1,5
100,7,1,0,6
100,7,1,0,7
100,0,0,1,8
101,4,0,0,1
101,3,1,1,2
101,7,1,0,3
101,5,1,1,4
101,2,0,0,5
101,1,1,1,6
101,0,0,0,7
101,2,0,1,8
101,7,1,0,9
101,2,0,1,10
102,0,0,1,1
102,7,1,0,2
102,1,1,1,3
102,6,0,0,4
102,6,0,0,5
102,4,0,1,6
102,3,1,0,7
102,5,1,1,8
103,5,1,0,1
103,6,0,0,2
103,1,1,1,3
103,7,1,0,4
103,5,1,1,5
103,4,0,0,6
103,5,1,0,7
103,7,1,1,8
103,2,0,1,9
103,7,1,0,10
103,7,1,1,11
103,6,0,0,12
104,7,1,0,1
104,1,1,1,2
104,7,1,1,3
104,5,1,0,4
104,5,1,1,5
104,2,0,0,6
104,7,1,0,7
104,2,0,0,8
104,4,0,0,9
104,6,0,0,10
105,3,1,0,1
105,6,0,0,2
105,2,0,1,3
105,0,0,1,4
105,7,1,0,5
105,7,1,0,6
105,2,0,0,7
105,1,1,1,8
105,2,0,1,9
105,4,0,1,10
105,7,1,0,11
106,2,0,0,1
106,4,0,0,2
106,7,1,0,3
106,4,0,0,4
106,1,1,0,5
106,4,0,0,6
106,1,1,1,7
106,7,1,0,8
106,0,0,1,9
106,1,1,1,10
107,0,0,0,1
107,0,0,0,2
107,3,1,0,3
107,1,1,1,4
107,2,0,0,5
107,7,1,0,6
107,1,1,1,7
107,3,1,0,8
107,3,1,1,9
107,1,1,1,10
107,6,0,0,11
107,5,1,1,12
107,0,0,0,13
107,0,0,1,14
108,4,0,0,1
108,0,0,1,2
108,7,1,0,3
108,4,0,1,4
108,5,1,0,5
108,6,0,0,6
108,6,0,0,7
108,4,0,1,8
108,4,0,1,9
108,1,1,0,10
108,4,0,1,11
108,6,0,1,12
108,1,1,1,13
108,1,1,1,14
109,6,0,0,1
109,4,0,0,2
109,5,1,0,3
109,6,0,0,4
109,4,0,0,5
109,0,0,0,6
109,2,0,1,7
109,3,1,1,8
109,1,1,1,9
109,1,1,1,10
110,5,1,0,1
110,7,1,0,2
110,7,1,0,3
110,1,1,1,4
110,0,0,1,5
110,1,1,1,6
110,7,1,1,7
110,7,1,1,8
110,0,0,1,9
110,6,0,0,10
110,1,1,1,11
110,0,0,0,12
110,1,1,1,13
110,6,0,1,14
111,5,1,0,1
111,6,0,0,2
111,7,1,0,3
111,1,1,1,4
111,0,0,1,5
111,0,0,1,6
111,1,1,1,7
111,4,0,1,8
111,1,1,1,9
112,3,1,0,1
112,3,1,0,2
112,1,1,1,3
112,6,0,0,4
112,7,1,0,5
112,7,1,1,6
112,4,0,0,7
112,1,1,1,8
112,7,1,0,9
112,0,0,0,10
112,4,0,0,11
112,7,1,1,12
112,3,1,1,13
112,7,1,1,14
112,4,0,0,15
113,2,0,0,1
113,6,0,0,2
113,2,0,1,3
113,7,1,0,4
113,6,0,0,5
113,1,1,0,6
113,4,0,1,7
113,3,1,0,8
113,6,0,0,9
113,6,0,0,10
113,7,1,0,11
113,3,1,1,12
114,6,0,0,1
114,3,1,1,2
114,6,0,0,3
114,0,0,0,4
114,6,0,1,5
114,4,0,0,6
114,6,0,0,7
114,2,0,1,8
114,4,0,1,9
114,5,1,0,10
114,0,0,1,11
114,6,0,1,12
114,4,0,1,13
114,1,1,1,14
114,6,0,0,15
114,1,1,1,16
115,7,1,0,1
115,0,0,0,2
115,4,0,0,3
115,4,0,0,4
115,4,0,0,5
115,0,0,1,6
115,0,0,1,7
115,2,0,1,8
115,4,0,1,9
115,3,1,0,10
115,6,0,1,11
115,5,1,0,12
115,2,0,1,13
115,0,0,1,14
115,0,0,1,15
115,1,1,1,16
115,5,1,1,17
116,6,0,0,1
116,3,1,0,2
116,6,0,0,3
116,6,0,0,4
116,5,1,0,5
116,2,0,1,6
116,4,0,0,7
116,6,0,0,8
116,2,0,1,9
116,6,0,0,10
116,6,0,0,11
116,2,0,1,12
116,4,0,0,13
116,4,0,1,14
116,3,1,1,15
116,5,1,1,16
117,4,0,0,1
117,2,0,1,2
117,3,1,0,3
117,3,1,0,4
117,1,1,1,5
117,5,1,0,6
117,4,0,0,7
117,0,0,1,8
117,7,1,0,9
118,6,0,0,1
118,6,0,0,2
118,7,1,0,3
118,0,0,1,4
118,3,1,1,5
118,2,0,1,6
118,3,1,1,7
119,7,1,0,1
119,2,0,0,2
119,5,1,0,3
119,2,0,1,4
119,2,0,1,5
119,0,0,1,6
119,4,0,0,7
119,0,0,1,8
119,0,0,0,9
119,2,0,1,10
119,3,1,1,11
119,6,0,1,12
119,2,0,0,13
119,1,1,1,14
120,1,1,0,1
120,6,0,0,2
120,4,0,0,3
120,7,1,0,4
120,4,0,1,5
120,7,1,0,6
120,2,0,1,7
120,7,1,0,8
121,2,0,0,1
121,2,0,1,2
121,1,1,1,3
121,5,1,0,4
121,4,0,0,5
121,0,0,1,6
121,2,0,1,7
121,1,1,1,8
121,0,0,1,9
121,5,1,1,10
122,2,0,0,1
122,6,0,0,2
122,4,0,0,3
122,0,0,1,4
122,6,0,0,5
122,5,1,0,6
122,5,1,0,7
122,3,1,0,8
122,1,1,1,9
122,5,1,0,10
123,5,1,0,1
123,4,0,0,2
123,6,0,0,3
123,3,1,0,4
123,1,1,0,5
123,4,0,1,6
123,3,1,0,7
123,7,1,0,8
124,5,1,1,1
124,2,0,0,2
124,2,0,0,3
124,0,0,1,4
124,3,1,0,5
124,6,0,0,6
124,6,0,0,7
124,2,0,1,8
124,7,1,0,9
125,3,1,1,1
125,0,0,0,2
125,2,0,1,3
125,0,0,1,4
125,2,0,0,5
125,5,1,0,6
125,4,0,0,7
125,7,1,0,8
126,2,0,0,1
126,5,1,1,2
126,6,0,0,3
126,6,0,0,4
126,1,1,0,5
126,2,0,0,6
126,0,0,1,7
126,6,0,0,8
126,0,0,1,9
126,4,0,0,10
126,5,1,0,11
126,7,1,0,12
127,6,0,0,1
127,3,1,1,2
127,2,0,0,3
127,7,1,0,4
127,6,0,0,5
127,1,1,1,6
