student_id,task,skill_id,success,step
58,0,0,1,11
59,1,1,1,1
59,0,0,0,2
59,0,0,1,3
59,1,1,0,4
59,1,1,1,5
59,1,1,0,6
59,1,1,1,7
59,0,0,1,8
60,1,1,1,1
60,1,1,1,2
60,0,0,0,3
60,1,1,1,4
60,1,1,0,5
60,0,0,0,6
60,1,1,1,7
60,1,1,1,8
60,1,1,1,9
60,0,0,0,10
60,0,0,1,11
60,0,0,1,12
61,1,1,0,1
61,1,1,0,2
61,0,0,0,3
61,1,1,1,4
61,1,1,0,5
61,1,1,0,6
61,1,1,0,7
61,0,0,1,8
61,1,1,1,9
61,1,1,1,10
61,1,1,1,11
61,0,0,0,12
61,1,1,1,13
61,1,1,1,14
61,1,1,1,15
61,1,1,1,16
61,1,1,0,17
61,0,0,0,18
61,0,0,0,19
62,1,1,0,1
62,0,0,0,2
62,1,1,0,3
62,1,1,1,4
62,1,1,0,5
62,0,0,0,6
62,0,0,0,7
62,1,1,0,8
62,1,1,1,9
62,0,0,1,10
62,0,0,1,11
63,1,1,0,1
63,0,0,0,2
63,1,1,1,3
63,0,0,1,4
63,0,0,1,5
63,1,1,1,6
64,1,1,1,1
64,1,1,1,2
64,1,1,0,3
64,1,1,1,4
64,0,0,1,5
64,1,1,1,6
64,0,0,0,7
64,0,0,0,8
64,1,1,1,9
64,1,1,0,10
64,1,1,1,11
64,1,1,1,12
64,1,1,1,13
64,0,0,0,14
64,0,0,1,15
65,1,1,0,1
65,1,1,1,2
65,1,1,1,3
65,0,0,1,4
65,0,0,1,5
65,1,1,0,6
65,1,1,1,7
65,0,0,0,8
66,0,0,1,1
66,0,0,0,2
66,0,0,0,3
66,0,0,1,4
66,0,0,1,5
66,0,0,1,6
66,1,1,0,7
66,0,0,0,8
66,1,1,1,9
66,0,0,1,10
66,1,1,0,11
66,0,0,1,12
66,1,1,0,13
66,1,1,1,14
67,1,1,0,1
67,0,0,1,2
67,0,0,0,3
67,1,1,1,4
67,1,1,1,5
67,0,0,0,6
67,1,1,0,7
67,1,1,1,8
67,0,0,0,9
67,1,1,0,10
67,1,1,1,11
67,1,1,1,12
67,0,0,0,13
68,1,1,1,1
68,0,0,0,2
68,1,1,1,3
68,0,0,0,4
68,0,0,0,5
68,1,1,0,6
68,1,1,1,7
68,1,1,1,8
68,0,0,1,9
68,1,1,1,10
68,0,0,0,11
69,0,0,0,1
69,1,1,0,2
69,1,1,1,3
69,1,1,0,4
69,0,0,0,5
69,1,1,0,6
69,1,1,1,7
69,1,1,1,8
69,0,0,0,9
69,0,0,0,10
69,1,1,1,11
69,0,0,1,12
70,0,0,1,1
70,0,0,0,2
70,0,0,1,3
70,1,1,1,4
70,0,0,0,5
70,1,1,0,6
70,1,1,0,7
70,0,0,1,8
70,1,1,0,9
70,0,0,0,10
70,1,1,1,11
71,0,0,0,1
71,0,0,0,2
71,1,1,1,3
71,1,1,0,4
71,1,1,1,5
71,0,0,0,6
71,1,1,0,7
71,0,0,0,8
71,0,0,1,9
72,1,1,0,1
72,1,1,0,2
72,1,1,0,3
72,1,1,1,4
72,1,1,0,5
72,1,1,1,6
72,1,1,1,7
72,1,1,1,8
72,1,1,1,9
72,1,1,1,10
72,0,0,0,11
72,0,0,0,12
72,0,0,0,13
72,1,1,1,14
72,0,0,1,15
72,1,1,1,16
72,1,1,1,17
72,1,1,1,18
72,1,1,1,19
72,1,1,1,20
72,1,1,1,21
72,1,1,1,22
72,1,1,1,23
72,1,1,1,24
72,0,0,1,25
73,1,1,1,1
73,0,0,0,2
73,0,0,1,3
73,0,0,0,4
73,1,1,0,5
73,0,0,0,6
73,1,1,1,7
73,1,1,1,8
73,0,0,1,9
74,0,0,0,1
74,0,0,1,2
74,1,1,0,3
74,0,0,1,4
74,1,1,0,5
74,0,0,0,6
74,0,0,0,7
74,1,1,0,8
74,0,0,1,9
74,1,1,0,10
74,1,1,1,11
75,1,1,0,1
75,0,0,0,2
75,1,1,0,3
75,1,1,0,4
75,0,0,0,5
75,0,0,0,6
75,0,0,1,7
75,1,1,1,8
75,1,1,0,9
75,1,1,1,10
75,0,0,1,11
76,0,0,0,1
76,1,1,0,2
76,0,0,0,3
76,1,1,0,4
76,0,0,0,5
76,0,0,1,6
76,0,0,1,7
76,1,1,0,8
76,1,1,1,9
76,1,1,1,10
77,0,0,0,1
77,0,0,0,2
77,0,0,1,3
77,0,0,1,4
77,1,1,0,5
77,0,0,1,6
77,1,1,0,7
77,1,1,0,8
77,1,1,0,9
77,1,1,1,10
78,1,1,0,1
78,1,1,0,2
78,0,0,0,3
78,0,0,0,4
78,0,0,0,5
78,0,0,1,6
78,1,1,1,7
78,0,0,0,8
78,0,0,1,9
78,1,1,0,10
78,1,1,1,11
79,0,0,1,1
79,1,1,1,2
79,0,0,0,3
79,1,1,0,4
79,1,1,1,5
79,0,0,0,6
79,0,0,0,7
79,1,1,1,8
79,1,1,0,9
79,0,0,1,10
80,0,0,0,1
80,0,0,0,2
80,0,0,0,3
80,0,0,0,4
80,0,0,1,5
80,0,0,1,6
80,0,0,0,7
80,1,1,0,8
80,1,1,0,9
80,1,1,1,10
80,1,1,0,11
80,1,1,0,12
81,0,0,1,1
81,1,1,0,2
81,1,1,1,3
81,0,0,0,4
81,1,1,0,5
81,0,0,1,6
81,1,1,1,7
82,1,1,0,1
82,0,0,0,2
82,1,1,0,3
82,0,0,0,4
82,0,0,0,5
82,0,0,1,6
82,0,0,1,7
82,0,0,0,8
82,0,0,0,9
82,1,1,1,10
82,0,0,1,11
82,1,1,0,12
82,1,1,1,13
83,0,0,1,1
83,0,0,0,2
83,0,0,0,3
83,1,1,0,4
83,0,0,1,5
83,0,0,0,6
83,0,0,1,7
83,0,0,1,8
83,0,0,1,9
83,1,1,0,10
83,0,0,1,11
83,0,0,1,12
83,0,0,1,13
83,0,0,1,14
83,1,1,1,15
83,1,1,0,16
83,0,0,1,17
83,1,1,1,18
84,1,1,1,1
84,0,0,0,2
84,0,0,0,3
84,1,1,1,4
84,0,0,1,5
84,0,0,0,6
84,0,0,1,7
84,1,1,0,8
85,0,0,0,1
85,1,1,0,2
85,1,1,0,3
85,1,1,1,4
85,0,0,0,5
85,0,0,0,6
85,0,0,0,7
85,0,0,0,8
85,1,1,1,9
85,0,0,1,10
86,1,1,1,1
86,0,0,0,2
86,0,0,0,3
86,0,0,1,4
86,0,0,0,5
86,0,0,1,6
86,0,0,1,7
86,1,1,0,8
86,1,1,0,9
86,1,1,1,10
87,1,1,0,1
87,1,1,1,2
87,0,0,0,3
87,0,0,0,4
87,1,1,0,5
87,0,0,0,6
87,0,0,1,7
87,0,0,0,8
87,1,1,0,9
87,0,0,0,10
87,0,0,0,11
87,1,1,0,12
88,0,0,0,1
88,0,0,0,2
88,1,1,0,3
88,1,1,0,4
88,1,1,0,5
88,1,1,0,6
88,0,0,0,7
88,0,0,1,8
88,0,0,0,9
88,0,0,1,10
88,1,1,1,11
89,1,1,0,1
89,1,1,0,2
89,0,0,1,3
89,1,1,0,4
89,0,0,1,5
89,1,1,0,6
89,1,1,1,7
89,0,0,0,8
90,0,0,1,1
90,0,0,1,2
90,0,0,1,3
90,1,1,0,4
90,0,0,1,5
90,1,1,0,6
90,0,0,1,7
90,0,0,1,8
90,0,0,1,9
90,1,1,0,10
90,1,1,1,11
90,1,1,1,12
91,0,0,1,1
91,0,0,0,2
91,0,0,1,3
91,0,0,1,4
91,1,1,1,5
91,1,1,1,6
91,0,0,1,7
91,1,1,0,8
92,0,0,0,1
92,1,1,0,2
92,1,1,0,3
92,0,0,0,4
92,1,1,0,5
92,0,0,1,6
92,0,0,0,7
92,1,1,1,8
92,1,1,0,9
92,1,1,0,10
92,1,1,0,11
92,1,1,1,12
92,0,0,1,13
93,0,0,0,1
93,1,1,0,2
93,0,0,0,3
93,1,1,1,4
93,1,1,1,5
93,1,1,0,6
93,0,0,0,7
93,1,1,0,8
93,1,1,1,9
93,0,0,1,10
93,1,1,1,11
93,1,1,1,12
93,0,0,1,13
94,1,1,0,1
94,0,0,0,2
94,0,0,1,3
94,0,0,0,4
94,0,0,0,5
94,1,1,0,6
94,1,1,0,7
94,0,0,1,8
94,1,1,1,9
94,0,0,0,10
94,0,0,0,11
94,1,1,1,12
95,1,1,0,1
95,1,1,0,2
95,1,1,0,3
95,1,1,1,4
95,1,1,0,5
95,0,0,0,6
95,0,0,0,7
95,1,1,0,8
95,1,1,1,9
95,0,0,0,10
95,1,1,1,11
95,0,0,0,12
95,1,1,1,13
95,1,1,1,14
95,1,1,1,15
95,1,1,1,16
95,1,1,1,17
95,0,0,1,18
96,1,1,0,1
96,1,1,0,2
96,0,0,0,3
96,0,0,1,4
96,1,1,0,5
96,0,0,0,6
96,1,1,1,7
96,0,0,1,8
96,1,1,1,9
97,0,0,0,1
97,0,0,0,2
97,1,1,0,3
97,0,0,1,4
97,1,1,0,5
97,0,0,1,6
97,0,0,1,7
97,0,0,1,8
97,0,0,1,9
97,1,1,0,10
97,1,1,1,11
97,1,1,1,12
98,1,1,0,1
98,0,0,0,2
98,0,0,0,3
98,0,0,1,4
98,1,1,1,5
98,1,1,0,6
98,0,0,1,7
98,0,0,1,8
98,1,1,1,9
99,1,1,1,1
99,0,0,0,2
99,1,1,1,3
99,0,0,0,4
99,0,0,1,5
99,1,1,1,6
99,1,1,1,7
99,1,1,1,8
99,1,1,1,9
99,0,0,0,10
99,0,0,1,11
100,1,1,0,1
100,1,1,0,2
100,1,1,0,3
100,1,1,0,4
100,0,0,0,5
100,0,0,0,6
100,0,0,0,7
100,0,0,1,8
100,0,0,1,9
100,1,1,0,10
100,0,0,0,11
100,1,1,1,12
101,0,0,0,1
101,1,1,0,2
101,0,0,0,3
101,0,0,0,4
101,0,0,1,5
101,1,1,0,6
101,0,0,0,7
101,1,1,1,8
101,1,1,0,9
101,0,0,1,10
101,0,0,1,11
101,1,1,1,12
102,0,0,0,1
102,0,0,0,2
102,0,0,0,3
102,1,1,0,4
102,1,1,1,5
102,0,0,1,6
102,0,0,1,7
102,1,1,1,8
103,1,1,0,1
103,0,0,1,2
103,0,0,0,3
103,0,0,1,4
103,0,0,0,5
103,0,0,1,6
103,1,1,0,7
103,0,0,1,8
103,0,0,1,9
103,0,0,1,10
103,1,1,0,11
103,0,0,1,12
103,1,1,0,13
103,1,1,0,14
103,1,1,1,15
104,0,0,0,1
104,1,1,0,2
104,0,0,0,3
104,0,0,1,4
104,1,1,0,5
104,1,1,1,6
104,1,1,1,7
104,1,1,0,8
104,0,0,1,9
105,1,1,0,1
105,1,1,0,2
105,1,1,1,3
105,1,1,1,4
105,0,0,1,5
105,1,1,1,6
105,1,1,0,7
105,0,0,0,8
105,0,0,0,9
105,0,0,1,10
106,0,0,0,1
106,0,0,0,2
106,0,0,1,3
106,1,1,0,4
106,1,1,0,5
106,0,0,0,6
106,1,1,0,7
106,1,1,1,8
106,1,1,0,9
106,0,0,1,10
107,1,1,1,1
107,1,1,0,2
107,1,1,0,3
107,1,1,0,4
107,0,0,0,5
107,1,1,1,6
107,1,1,1,7
107,0,0,0,8
107,1,1,1,9
107,0,0,0,10
107,1,1,1,11
107,0,0,0,12
107,1,1,1,13
107,0,0,1,14
108,1,1,1,1
108,0,0,0,2
108,1,1,1,3
108,1,1,1,4
108,1,1,1,5
108,0,0,1,6
108,1,1,1,7
108,1,1,0,8
108,1,1,1,9
108,1,1,1,10
108,1,1,1,11
108,1,1,1,12
108,1,1,1,13
108,1,1,1,14
108,1,1,1,15
108,1,1,1,16
108,1,1,0,17
108,0,0,0,18
108,0,0,0,19
108,0,0,1,20
109,0,0,1,1
109,1,1,0,2
109,1,1,0,3
109,0,0,0,4
109,1,1,0,5
109,1,1,0,6
109,0,0,0,7
109,0,0,0,8
109,1,1,1,9
109,0,0,1,10
110,0,0,0,1
110,0,0,0,2
110,1,1,0,3
110,0,0,0,4
110,0,0,1,5
110,0,0,0,6
110,1,1,0,7
110,1,1,0,8
110,1,1,0,9
110,0,0,1,10
110,1,1,0,11
110,1,1,0,12
111,1,1,0,1
111,0,0,1,2
111,1,1,0,3
111,1,1,1,4
111,0,0,1,5
111,0,0,0,6
111,1,1,0,7
111,1,1,0,8
112,1,1,0,1
112,1,1,0,2
112,1,1,0,3
112,1,1,0,4
112,0,0,0,5
112,1,1,1,6
112,1,1,0,7
112,1,1,0,8
112,0,0,1,9
112,1,1,1,10
112,0,0,0,11
112,1,1,1,12
112,1,1,0,13
112,0,0,0,14
112,0,0,1,15
113,0,0,0,1
113,1,1,1,2
113,1,1,1,3
113,0,0,0,4
113,0,0,1,5
113,1,1,0,6
113,0,0,0,7
113,1,1,1,8
113,1,1,1,9
113,1,1,1,10
113,1,1,1,11
113,0,0,0,12
114,1,1,1,1
114,1,1,0,2
114,0,0,0,3
114,1,1,1,4
114,1,1,0,5
114,1,1,0,6
114,1,1,0,7
114,1,1,1,8
114,1,1,1,9
114,0,0,0,10
114,0,0,1,11
114,0,0,1,12
115,1,1,0,1
115,0,0,0,2
115,0,0,0,3
115,1,1,0,4
115,0,0,1,5
115,1,1,1,6
115,1,1,0,7
115,0,0,0,8
115,0,0,0,9
115,1,1,1,10
116,1,1,1,1
116,1,1,0,2
116,1,1,1,3
116,0,0,0,4
116,1,1,0,5
116,1,1,1,6
116,1,1,0,7
116,0,0,0,8
116,1,1,1,9
116,1,1,0,10
116,1,1,1,11
116,0,0,1,12
116,1,1,1,13
116,1,1,0,14
116,0,0,1,15
117,0,0,1,1
117,0,0,1,2
117,1,1,0,3
117,1,1,0,4
117,1,1,0,5
117,1,1,0,6
117,0,0,1,7
117,0,0,1,8
117,0,0,1,9
117,1,1,0,10
117,0,0,1,11
117,0,0,1,12
117,1,1,0,13
118,1,1,1,1
118,1,1,0,2
118,0,0,0,3
118,0,0,1,4
118,1,1,0,5
118,1,1,1,6
118,1,1,1,7
118,0,0,0,8
118,1,1,1,9
118,0,0,0,10
118,0,0,0,11
119,0,0,0,1
119,1,1,0,2
119,1,1,0,3
119,0,0,0,4
119,0,0,1,5
119,1,1,0,6
119,0,0,1,7
119,1,1,1,8
119,1,1,0,9
120,0,0,1,1
120,1,1,0,2
120,0,0,0,3
120,1,1,1,4
120,1,1,1,5
120,1,1,1,6
120,1,1,1,7
120,0,0,0,8
120,1,1,1,9
120,1,1,1,10
120,0,0,1,11
121,1,1,0,1
121,0,0,1,2
121,1,1,0,3
121,0,0,0,4
121,1,1,1,5
121,0,0,1,6
121,1,1,1,7
122,1,1,0,1
122,0,0,0,2
122,0,0,0,3
122,1,1,1,4
122,0,0,1,5
122,1,1,0,6
122,0,0,1,7
122,1,1,1,8
123,1,1,0,1
123,1,1,0,2
123,0,0,0,3
123,0,0,1,4
123,1,1,0,5
123,0,0,1,6
123,1,1,1,7
123,0,0,0,8
123,0,0,1,9
123,0,0,0,10
123,1,1,1,11
124,1,1,0,1
124,0,0,0,2
124,1,1,0,3
124,1,1,0,4
